C47=0.000000,0.000000,0.000000,0.757576,0.000000,0.242424
C48=0.000000,0.000000,0.000000,0.606061,0.000000,0.393939
C49=0.000000,0.000000,0.000000,0.454545,0.036364,0.509091
C50=0.000000,0.000000,0.000000,0.303030,0.090909,0.606061
C51=0.000000,0.000000,0.000000,0.151515,0.145455,0.703030
C52=0.000000,0.000000,0.000000,0.000000,0.200000,0.800000
C53=0.000000,0.100000,0.000000,0.000000,0.200000,0.700000
C54=0.000000,0.200000,0.000000,0.000000,0.200000,0.600000
C55=0.000000,0.300000,0.000000,0.000000,0.200000,0.500000
C56=0.000000,0.400000,0.000000,0.000000,0.200000,0.400000
C57=0.000000,0.500000,0.000000,0.000000,0.200000,0.300000
C58=0.000000,0.600000,0.000000,0.000000,0.200000,0.200000
C59=0.000000,0.700000,0.000000,0.000000,0.200000,0.100000
C60=0.000000,0.800000,0.000000,0.000000,0.200000,-0.000000
C61=0.069444,0.000000,0.930556,0.000000,0.000000,0.000000
C62=0.000000,0.000000,0.705882,0.294118,0.000000,0.000000
C63=0.000000,0.000000,0.411765,0.588235,0.000000,0.000000
C64=0.000000,0.000000,0.117647,0.882353,0.000000,0.000000
C65=0.000000,0.000000,0.000000,0.909091,0.000000,0.090909
C66=0.000000,0.000000,0.000000,0.757576,0.027273,0.215152
C67=0.000000,0.000000,0.000000,0.606061,0.081818,0.312121
C68=0.000000,0.000000,0.000000,0.454545,0.136364,0.409091
C69=0.000000,0.000000,0.000000,0.303030,0.190909,0.506061
C70=0.000000,0.000000,0.000000,0.151515,0.245455,0.603030
C71=0.000000,0.000000,0.000000,0.000000,0.300000,0.700000
C72=0.000000,0.100000,0.000000,0.000000,0.300000,0.600000
C73=0.000000,0.200000,0.000000,0.000000,0.300000,0.500000
C74=0.000000,0.300000,0.000000,0.000000,0.300000,0.400000
C75=0.000000,0.400000,0.000000,0.000000,0.300000,0.300000
C76=0.000000,0.500000,0.000000,0.000000,0.300000,0.200000
C77=0.000000,0.600000,0.000000,0.000000,0.300000,0.100000
C78=0.000000,0.700000,0.000000,0.000000,0.300000,-0.000000
C79=0.138889,0.000000,0.861111,0.000000,0.000000,0.000000
C80=0.065359,0.000000,0.640523,0.294118,0.000000,0.000000
C81=0.000000,0.000000,0.411765,0.588235,0.000000,0.000000
C82=0.000000,0.000000,0.117647,0.882353,0.000000,0.000000
C83=0.000000,0.000000,0.000000,0.909091,0.072727,0.018182
C84=0.000000,0.000000,0.000000,0.757576,0.127273,0.115152
C85=0.000000,0.000000,0.000000,0.606061,0.181818,0.212121
C86=0.000000,0.000000,0.000000,0.454545,0.236364,0.309091
C87=0.000000,0.000000,0.000000,0.303030,0.290909,0.406061
C88=0.000000,0.000000,0.000000,0.151515,0.345455,0.503030
C89=0.000000,0.000000,0.000000,0.000000,0.400000,0.600000
C90=0.000000,0.100000,0.000000,0.000000,0.400000,0.500000
C91=0.000000,0.200000,0.000000,0.000000,0.400000,0.400000
C92=0.000000,0.300000,0.000000,0.000000,0.400000,0.300000
C93=0.000000,0.400000,0.000000,0.000000,0.400000,0.200000
C94=0.000000,0.500000,0.000000,0.000000,0.400000,0.100000
C95=0.000000,0.600000,0.000000,0.000000,0.400000,-0.000000
C96=0.208333,0.000000,0.791667,0.000000,0.000000,0.000000
C97=0.134804,0.000000,0.571078,0.294118,0.000000,0.000000
C98=0.061275,0.000000,0.350490,0.588235,0.000000,0.000000
C99=0.000000,0.000000,0.117647,0.882353,0.000000,0.000000
C100=0.000000,0.000000,0.000000,0.909091,0.090909,0.000000
C101=0.000000,0.000000,0.000000,0.757576,0.227273,0.015152
C102=0.000000,0.000000,0.000000,0.606061,0.281818,0.112121
C103=0.000000,0.000000,0.000000,0.454545,0.336364,0.209091
C104=0.000000,0.000000,0.000000,0.303030,0.390909,0.306061
C105=0.000000,0.000000,0.000000,0.151515,0.445455,0.403030
C106=0.000000,0.000000,0.000000,0.000000,0.500000,0.500000
C107=0.000000,0.100000,0.000000,0.000000,0.500000,0.400000
C108=0.000000,0.200000,0.000000,0.000000,0.500000,0.300000
C109=0.000000,0.300000,0.000000,0.000000,0.500000,0.200000
C110=0.000000,0.400000,0.000000,0.000000,0.500000,0.100000
C111=0.000000,0.500000,0.000000,0.000000,0.500000,0.000000
C112=0.277778,0.000000,0.722222,0.000000,0.000000,0.000000
C113=0.204248,0.000000,0.501634,0.294118,0.000000,0.000000
C114=0.130719,0.000000,0.281046,0.588235,0.000000,0.000000
C115=0.057190,0.000000,0.060458,0.882353,0.000000,0.000000
C116=0.000000,0.000000,0.000000,0.909091,0.090909,0.000000
C117=0.000000,0.000000,0.000000,0.757576,0.242424,0.000000
C118=0.000000,0.000000,0.000000,0.606061,0.381818,0.012121
C119=0.000000,0.000000,0.000000,0.454545,0.436364,0.109091
C120=0.000000,0.000000,0.000000,0.303030,0.490909,0.206061
C121=0.000000,0.000000,0.000000,0.151515,0.545455,0.303030
C122=0.000000,0.000000,0.000000,0.000000,0.600000,0.400000
C123=0.000000,0.100000,0.000000,0.000000,0.600000,0.300000
C124=0.000000,0.200000,0.000000,0.000000,0.600000,0.200000
C125=0.000000,0.300000,0.000000,0.000000,0.600000,0.100000
C126=0.000000,0.400000,0.000000,0.000000,0.600000,-0.000000
C127=0.347222,0.000000,0.652778,0.000000,0.000000,0.000000
C128=0.273693,0.000000,0.432190,0.294118,0.000000,0.000000
C129=0.200163,0.000000,0.211601,0.588235,0.000000,0.000000
C130=0.117647,0.000000,0.000000,0.882353,0.000000,0.000000
C131=0.000000,0.000000,0.000000,0.909091,0.090909,0.000000
C132=0.000000,0.000000,0.000000,0.757576,0.242424,0.000000
C133=0.000000,0.000000,0.000000,0.606061,0.393939,0.000000
C134=0.000000,0.000000,0.000000,0.454545,0.536364,0.009091
C135=0.000000,0.000000,0.000000,0.303030,0.590909,0.106061
C136=0.000000,0.000000,0.000000,0.151515,0.645455,0.203030
C137=0.000000,0.000000,0.000000,0.000000,0.700000,0.300000
C138=0.000000,0.100000,0.000000,0.000000,0.700000,0.200000
C139=0.000000,0.200000,0.000000,0.000000,0.700000,0.100000
C140=0.000000,0.300000,0.000000,0.000000,0.700000,-0.000000
C141=0.416667,0.000000,0.583333,0.000000,0.000000,0.000000
C142=0.343137,0.000000,0.362745,0.294118,0.000000,0.000000
C143=0.269608,0.000000,0.142157,0.588235,0.000000,0.000000
C144=0.117647,0.000000,0.000000,0.882353,0.000000,0.000000
C145=0.000000,0.000000,0.000000,0.909091,0.090909,0.000000
C146=0.000000,0.000000,0.000000,0.757576,0.242424,0.000000
C147=0.000000,0.000000,0.000000,0.606061,0.393939,0.000000
C148=0.000000,0.000000,0.000000,0.454545,0.545455,0.000000
C149=0.000000,0.000000,0.000000,0.303030,0.690909,0.006061
C150=0.000000,0.000000,0.000000,0.151515,0.745455,0.103030
C151=0.000000,0.000000,0.000000,0.000000,0.800000,0.200000
C152=0.000000,0.100000,0.000000,0.000000,0.800000,0.100000
C153=0.000000,0.200000,0.000000,0.000000,0.800000,-0.000000
C154=0.486111,0.000000,0.513889,0.000000,0.000000,0.000000
C155=0.412582,0.000000,0.293301,0.294118,0.000000,0.000000
C156=0.339052,0.000000,0.072712,0.588235,0.000000,0.000000
C157=0.117647,0.000000,0.000000,0.882353,0.000000,0.000000
C158=0.000000,0.000000,0.000000,0.909091,0.090909,0.000000
C159=0.000000,0.000000,0.000000,0.757576,0.242424,0.000000
C160=0.000000,0.000000,0.000000,0.606061,0.393939,0.000000
C161=0.000000,0.000000,0.000000,0.454545,0.545455,0.000000
C162=0.000000,0.000000,0.000000,0.303030,0.696970,0.000000
C163=0.000000,0.000000,0.000000,0.151515,0.845455,0.003030
C164=0.000000,0.000000,0.000000,0.000000,0.900000,0.100000
C165=0.000000,0.100000,0.000000,0.000000,0.900000,-0.000000
C166=0.555556,0.000000,0.444444,0.000000,0.000000,0.000000
C167=0.482026,0.000000,0.223856,0.294118,0.000000,0.000000
C168=0.408497,0.000000,0.003268,0.588235,0.000000,0.000000
C169=0.117647,0.000000,0.000000,0.882353,0.000000,0.000000
C170=0.000000,0.000000,0.000000,0.909091,0.090909,0.000000
C171=0.000000,0.000000,0.000000,0.757576,0.242424,0.000000
C172=0.000000,0.000000,0.000000,0.606061,0.393939,0.000000
C173=0.000000,0.000000,0.000000,0.454545,0.545455,0.000000
C174=0.000000,0.000000,0.000000,0.303030,0.696970,0.000000
C175=0.000000,0.000000,0.000000,0.151515,0.848485,0.000000
C176=0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
C177=0.625000,0.000000,0.375000,0.000000,0.000000,0.000000
C178=0.551471,0.000000,0.154412,0.294118,0.000000,0.000000
C179=0.411765,0.000000,0.000000,0.588235,0.000000,0.000000
C180=0.117647,0.000000,0.000000,0.882353,0.000000,0.000000
C181=0.000000,0.000000,0.000000,0.909091,0.090909,0.000000
C182=0.000000,0.000000,0.000000,0.757576,0.242424,0.000000
C183=0.000000,0.000000,0.000000,0.606061,0.393939,0.000000
C184=0.000000,0.000000,0.000000,0.454545,0.545455,0.000000
C185=0.000000,0.000000,0.000000,0.303030,0.696970,0.000000
C186=0.000000,0.000000,0.000000,0.151515,0.848485,0.000000
C187=0.694444,0.000000,0.305556,0.000000,0.000000,0.000000
C188=0.620915,0.000000,0.084967,0.294118,0.000000,0.000000
C189=0.411765,0.000000,0.000000,0.588235,0.000000,0.000000
C190=0.117647,0.000000,0.000000,0.882353,0.000000,0.000000
C191=0.000000,0.000000,0.000000,0.909091,0.090909,0.000000
C192=0.000000,0.000000,0.000000,0.757576,0.242424,0.000000
C193=0.000000,0.000000,0.000000,0.606061,0.393939,0.000000
C194=0.000000,0.000000,0.000000,0.454545,0.545455,0.000000
C195=0.000000,0.000000,0.000000,0.303030,0.696970,0.000000
C196=0.763889,0.000000,0.236111,0.000000,0.000000,0.000000
C197=0.690359,0.000000,0.015523,0.294118,0.000000,0.000000
C198=0.411765,0.000000,0.000000,0.588235,0.000000,0.000000
C199=0.117647,0.000000,0.000000,0.882353,0.000000,0.000000
C200=0.000000,0.000000,0.000000,0.909091,0.090909,0.000000
C201=0.000000,0.000000,0.000000,0.757576,0.242424,0.000000
C202=0.000000,0.000000,0.000000,0.606061,0.393939,0.000000
C203=0.000000,0.000000,0.000000,0.454545,0.545455,0.000000
C204=0.833333,0.000000,0.166667,0.000000,0.000000,0.000000
C205=0.705882,0.000000,0.000000,0.294118,0.000000,0.000000
C206=0.411765,0.000000,0.000000,0.588235,0.000000,0.000000
C207=0.117647,0.000000,0.000000,0.882353,0.000000,0.000000
C208=0.000000,0.000000,0.000000,0.909091,0.090909,0.000000
C209=0.000000,0.000000,0.000000,0.757576,0.242424,0.000000
C210=0.000000,0.000000,0.000000,0.606061,0.393939,0.000000
C211=0.902778,0.000000,0.097222,0.000000,0.000000,0.000000
C212=0.705882,0.000000,0.000000,0.294118,0.000000,0.000000
C213=0.411765,0.000000,0.000000,0.588235,0.000000,0.000000
C214=0.117647,0.000000,0.000000,0.882353,0.000000,0.000000
C215=0.000000,0.000000,0.000000,0.909091,0.090909,0.000000
C216=0.000000,0.000000,0.000000,0.757576,0.242424,0.000000
C217=0.972222,0.000000,0.027778,0.000000,0.000000,0.000000
C218=0.705882,0.000000,0.000000,0.294118,0.000000,0.000000
C219=0.411765,0.000000,0.000000,0.588235,0.000000,0.000000
C220=0.117647,0.000000,0.000000,0.882353,0.000000,0.000000
C221=0.000000,0.000000,0.000000,0.909091,0.090909,0.000000
C222=1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
C223=0.705882,0.000000,0.000000,0.294118,0.000000,0.000000
C224=0.411765,0.000000,0.000000,0.588235,0.000000,0.000000
C225=0.117647,0.000000,0.000000,0.882353,0.000000,0.000000
C226=1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
C227=0.705882,0.000000,0.000000,0.294118,0.000000,0.000000
C228=0.411765,0.000000,0.000000,0.588235,0.000000,0.000000
C229=1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
C230=0.705882,0.000000,0.000000,0.294118,0.000000,0.000000
C231=1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
